timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1665148015334,170,Get Users,200,OK,stress 1-27,text,true,,784,142,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,170,0,122
1665148015504,39,Delete User,200,OK,stress 1-27,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,39,0,0
1665148015544,39,Get User by ID,200,OK,stress 1-27,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,39,0,0
1665148017346,158,Get Users,200,OK,stress 1-28,text,true,,784,142,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,158,0,111
1665148017505,34,Delete User,200,OK,stress 1-28,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,34,0,0
1665148017539,35,Get User by ID,200,OK,stress 1-28,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,35,0,0
1665148019340,162,Get Users,200,OK,stress 1-29,text,true,,784,142,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,162,0,122
1665148019503,39,Delete User,200,OK,stress 1-29,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,39,0,0
1665148019543,39,Get User by ID,200,OK,stress 1-29,text,true,,310,144,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,39,0,0
1665148021339,144,Get Users,200,OK,stress 1-30,text,true,,784,142,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,144,0,109
1665148021484,35,Delete User,200,OK,stress 1-30,text,true,,313,145,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,35,0,0
1665148021520,35,Get User by ID,200,OK,stress 1-30,text,true,,313,145,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,35,0,0
